Species, N  , ID                      , l_logepsX, logepsX, e_logepsX, l_[X/H], [X/H], l_[X/Fe], [X/Fe]
Sr     ,   2, SMSS J003055.81-482011.3,          , 0.45   ,      0.15,        , -2.42,         , 0.11
Sr     ,   2, SMSS J003327.36-491037.9,          , -2.06  ,      0.27,        , -4.94,         , -1.58
Sr     ,   2, SMSS J004037.56-515025.2,          , -1.95  ,      0.02,        , -4.82,         , -0.99
Sr     ,   2, SMSS J005953.98-594329.9,          , -2.17  ,      0.05,        , -5.04,         , -1.1
Sr     ,   2, SMSS J010332.63-534654.3,          , -0.34  ,      0.07,        , -3.21,         , -0.18
Sr     ,   2, SMSS J010651.91-524410.5,          , -1.71  ,      0.04,        , -4.58,         , -0.79
Sr     ,   2, SMSS J010839.58-285701.5,          , -0.43  ,      0.02,        , -3.31,         , -0.29
Sr     ,   2, SMSS J012147.80-495328.2,          , 0.9    ,      0.12,        , -1.97,         , -0.38
Sr     ,   2, SMSS J014624.60-352457.7,          , 0.07   ,      0.04,        , -2.81,         , 0.0
Sr     ,   2, SMSS J015350.94-775525.6,          , -1.51  ,      0.06,        , -4.38,         , -1.72
Sr     ,   2, SMSS J015941.53-781408.7,          , -0.49  ,      0.05,        , -3.37,         , -0.26
Sr     ,   2, 2MASS J02031860-7930291 ,          , -0.39  ,      0.04,        , -3.25,         , -0.23
Sr     ,   2, SMSS J020748.93-465616.4,          , 0.21   ,      0.04,        , -2.66,         , 0.05
Sr     ,   2, SMSS J021323.26-495936.5,          , 0.19   ,      0.0 ,        , -2.68,         , 0.19
Sr     ,   2, SMSS J022410.38-534659.9,          , -0.59  ,      0.01,        , -3.46,         , -0.06
Sr     ,   2, SMSS J022423.27-573705.1,          , -0.02  ,      0.04,        , -2.89,         , 1.08
Sr     ,   2, SMSS J022452.58-731051.8,          , -0.53  ,      0.03,        , -3.4 ,         , -0.85
Sr     ,   2, SMSS J022545.31-774119.9,          , 0.25   ,      0.25,        , -2.62,         , 0.01
Sr     ,   2, SMSS J022756.48-684256.6,          , -0.3   ,      0.05,        , -3.17,         , -0.95
Sr     ,   2, SMSS J023139.43-523957.4,          , -0.74  ,      0.0 ,        , -3.61,         , -0.67
Sr     ,   2, SMSS J023147.96-575341.7,          , -2.62  ,      0.08,        , -5.5 ,         , -2.08
Sr     ,   2, SMSS J024643.28-352502.4,          , -0.68  ,      0.05,        , -3.54,         , -0.17
Sr     ,   2, SMSS J024858.41-684306.4,          , -0.99  ,      0.01,        , -3.87,         , -0.16
Sr     ,   2, 2MASS J03084611-4747083 ,          , 1.4    ,      0.0 ,        , -1.47,         , 0.09
Sr     ,   2, SMSS J031556.09-473442.1,          , -2.37  ,      0.03,        , -5.24,         , -1.98
Sr     ,   2, SMSS J032132.29-363123.6,          , -0.25  ,      0.05,        , -3.12,         , 0.28
Sr     ,   2, SMSS J033005.90-681352.5,          , -0.78  ,      0.04,        , -3.65,         , -0.21
Sr     ,   2, SMSS J034249.53-284216.0,          , 0.01   ,      0.12,        , -2.85,         , -0.52
Sr     ,   2, SMSS J040148.04-743537.3,          , -0.55  ,      0.2 ,        , -3.42,         , -0.33
Sr     ,   2, SMSS J041957.56-493818.3,          , -0.42  ,      0.04,        , -3.29,         , -0.31
Sr     ,   2, SMSS J051008.62-372019.8,          , 0.08   ,      0.08,        , -2.79,         , 0.41
Sr     ,   2, SMSS J055746.51-575057.4,          , 0.51   ,      0.04,        , -2.36,         , 0.14
Sr     ,   2, SMSS J061725.30-600740.6,          , -0.25  ,      0.0 ,        , -3.12,         , -0.4
Sr     ,   2, SMSS J062609.83-590503.2,          , 0.07   ,      0.17,        , -2.79,         , -0.02
Sr     ,   2, SMSS J063447.15-622355.0,          , -1.1   ,      0.0 ,        , -3.97,         , -0.56
Sr     ,   2, SMSS J064349.43-653038.6,          , -0.23  ,      0.01,        , -3.1 ,         , -0.62
Sr     ,   2, SMSS J065014.40-614328.0,          , -1.47  ,      0.03,        , -4.34,         , -1.16
Sr     ,   2, SMSS J070257.95-600422.4,          , 0.22   ,      0.07,        , -2.65,         , -0.02
Sr     ,   2, SMSS J080050.54-724620.6,          , 0.65   ,      0.0 ,        , -2.22,         , -0.14
Sr     ,   2, SMSS J085924.06-120104.9,          , -1.77  ,      0.05,        , -4.64,         , -1.01
Sr     ,   2, SMSS J090247.43-122755.0,          , 0.29   ,      0.01,        , -2.58,         , -0.19
Sr     ,   2, SMSS J091210.40-064427.9,          , 0.06   ,      0.08,        , -2.81,         , -0.17
Sr     ,   2, SMSS J093209.41-003435.8,          , -0.2   ,      0.05,        , -3.07,         , 0.04
Sr     ,   2, 2MASS J09380777-0600392 ,          , -0.42  ,      0.34,        , -3.29,         , -0.61
Sr     ,   2, SMSS J093829.27-070520.9,          , 0.88   ,      0.12,        , -2.0 ,         , 0.35
Sr     ,   2, SMSS J094029.05-060935.0,          , -0.34  ,      0.14,        , -3.21,         , -0.03
Sr     ,   2, SMSS J094755.04-102724.7,          , -0.32  ,      0.03,        , -3.19,         , -0.2
Sr     ,   2, SMSS J095120.49-401431.3,          , 1.83   ,      0.03,        , -1.04,         , 0.44
Sr     ,   2, SMSS J100251.13-000152.1,          , -0.09  ,      0.15,        , -2.96,         , -0.34
Sr     ,   2, 2MASS J10242264-2904203 ,          , -0.54  ,      0.11,        , -3.41,         , -0.28
Sr     ,   2, 2MASS J10275895-3006391 ,          , -0.5   ,      0.3 ,        , -3.37,         , -0.41
Sr     ,   0, 2MASS J10283035-2951115 ,          ,        ,          ,        ,      ,         , 
Sr     ,   2, 2MASS J10294248-0103238 ,          , -0.27  ,      0.03,        , -3.14,         , -0.75
Sr     ,   2, SMSS J105320.99-435300.1,          , 0.85   ,      0.03,        , -2.02,         , -0.16
Sr     ,   2, SMSS J105438.86-435819.9,          , 0.99   ,      0.03,        , -1.88,         , 0.1
Sr     ,   2, SMSS J110850.60-080034.7,          , -0.62  ,      0.07,        , -3.5 ,         , -0.6
Sr     ,   2, SMSS J121353.63-441911.2,          , 0.14   ,      0.01,        , -2.73,         , -0.14
Sr     ,   2, SMSS J121716.48-442510.2,          , 1.0    ,      0.05,        , -1.87,         , 0.23
Sr     ,   2, SMSS J122455.61-151134.0,          , 0.0    ,      0.22,        , -2.87,         , -0.25
Sr     ,   1, SMSS J123158.00-162317.6,          , -0.65  ,          ,        , -3.52,         , -0.89
Sr     ,   2, SMSS J123246.06-054559.1,          , -0.8   ,      0.1 ,        , -3.67,         , -0.64
Sr     ,   2, SMSS J125115.37-331448.1,          , -0.6   ,      0.0 ,        , -3.47,         , -0.83
Sr     ,   2, SMSS J125125.64-340343.4,          , 0.6    ,      0.1 ,        , -2.27,         , 0.25
Sr     ,   2, SMSS J125451.18-334440.3,          , -0.23  ,      0.02,        , -3.1 ,         , -0.29
Sr     ,   2, SMSS J125804.65-335045.1,          , -1.15  ,      0.0 ,        , -4.02,         , -0.58
Sr     ,   2, SMSS J130537.01-294438.3,          , 0.1    ,      0.09,        , -2.77,         , -0.42
Sr     ,   2, SMSS J133013.61-434632.4,          , 0.03   ,      0.11,        , -2.83,         , -0.29
Sr     ,   2, SMSS J133532.32-210632.9,          , 0.43   ,      0.03,        , -2.44,         , 0.29
Sr     ,   2, SMSS J135217.78-151405.7,          , 0.22   ,      0.01,        , -2.66,         , -0.1
Sr     ,   2, SMSS J135625.09-161538.7,          , -0.55  ,      0.1 ,        , -3.42,         , -0.66
Sr     ,   2, SMSS J135819.95-150937.4,          , -0.29  ,      0.01,        , -3.16,         , -0.58
Sr     ,   2, SMSS J141547.72-414034.0,          , -0.11  ,      0.14,        , -2.98,         , -0.72
Sr     ,   2, SMSS J143511.34-420326.5,          , -0.12  ,      0.18,        , -2.99,         , 0.16
Sr     ,   2, SMSS J151101.05-182103.0,          , -0.22  ,      0.07,        , -3.1 ,         , -0.39
Sr     ,   2, SMSS J151450.18-182946.0,          , 0.3    ,      0.05,        , -2.57,         , 0.16
Sr     ,   2, SMSS J155430.57-263904.8,          , 0.4    ,      0.1 ,        , -2.47,         , 0.14
Sr     ,   2, SMSS J155628.74-165533.4,          , -0.23  ,      0.01,        , -3.1 ,         , -0.31
Sr     ,   2, SMSS J160447.75-293146.7,          , 0.47   ,      0.09,        , -2.4 ,         , 0.27
Sr     ,   2, SMSS J164921.94-041943.9,          , 0.83   ,      0.15,        , -2.04,         , 0.2
Sr     ,   2, SMSS J165023.82-252948.7,          , 0.61   ,      0.01,        , -2.26,         , 0.22
Sr     ,   2, SMSS J165219.76-253133.7,          , 0.62   ,      0.03,        , -2.25,         , -0.04
Sr     ,   2, SMSS J173823.36-145701.0,          , -0.69  ,      0.04,        , -3.56,         , 0.02
Sr     ,   2, SMSS J174048.48-143635.6,          , -0.71  ,      0.1 ,        , -3.58,         , -1.08
Sr     ,   2, SMSS J174916.38-455427.5,          , -0.07  ,      0.01,        , -2.94,         , -0.43
Sr     ,   2, SMSS J174922.26-455103.8,          , 0.1    ,      0.02,        , -2.77,         , 0.0
Sr     ,   2, SMSS J175021.86-414627.2,          , -0.36  ,      0.04,        , -3.23,         , -0.47
Sr     ,   2, SMSS J175046.30-425506.9,          , 1.1    ,      0.0 ,        , -1.77,         , 0.4
Sr     ,   2, SMSS J175738.37-454823.5,          , 0.62   ,      0.07,        , -2.25,         , 0.21
Sr     ,   2, SMSS J183246.49-343434.2,          , -0.36  ,      0.02,        , -3.23,         , -0.23
Sr     ,   2, SMSS J183753.10-380725.9,          , -0.23  ,      0.02,        , -3.1 ,         , -0.1
Sr     ,   2, SMSS J184226.25-272602.7,          , -2.79  ,      0.08,        , -5.66,         , -1.77
Sr     ,   2, SMSS J184825.29-305929.7,          , -2.3   ,      0.15,        , -5.17,         , -1.52
Sr     ,   2, SMSS J185628.44-231809.8,          , -0.62  ,      0.0 ,        , -3.49,         , -0.5
Sr     ,   2, SMSS J190549.33-214945.0,          , -0.67  ,      0.07,        , -3.54,         , -0.43
Sr     ,   2, SMSS J190911.03-213207.5,          , 0.43   ,      0.05,        , -2.44,         , -0.04
Sr     ,   2, SMSS J190931.13-214053.9,          , -1.18  ,      0.02,        , -4.05,         , -0.72
Sr     ,   2, SMSS J191802.51-851523.0,          , 0.16   ,      0.16,        , -2.71,         , -0.08
Sr     ,   2, SMSS J193528.46-462129.6,          , -2.85  ,      0.03,        , -5.72,         , -2.33
Sr     ,   2, SMSS J193617.38-790231.4,          , 1.61   ,      0.0 ,        , -1.26,         , 0.05
Sr     ,   2, SMSS J194432.13-720537.1,          , -0.28  ,      0.07,        , -3.15,         , -0.71
Sr     ,   2, SMSS J195614.75-320145.9,          , 0.35   ,      0.05,        , -2.52,         , -0.2
Sr     ,   2, SMSS J195931.70-643529.3,          , 0.49   ,      0.06,        , -2.38,         , 0.2
Sr     ,   2, SMSS J200228.85-533114.4,          , -0.55  ,      0.15,        , -3.42,         , -0.2
Sr     ,   2, SMSS J200654.42-321157.7,          , -0.48  ,      0.08,        , -3.35,         , -0.1
Sr     ,   2, SMSS J202057.49-522417.2,          , -0.25  ,      0.05,        , -3.12,         , 0.0
Sr     ,   2, SMSS J202123.89-515742.8,          , -0.45  ,      0.0 ,        , -3.32,         , -0.71
Sr     ,   2, SMSS J205313.80-651830.6,          , -0.18  ,      0.02,        , -3.05,         , -0.43
Sr     ,   2, SMSS J210021.85-653627.9,          , 0.89   ,      0.04,        , -1.98,         , -0.09
Sr     ,   2, SMSS J211340.44-520017.5,          , 0.65   ,      0.1 ,        , -2.22,         , 0.18
Sr     ,   2, SMSS J215805.81-651327.2,          , -1.1   ,      0.1 ,        , -3.98,         , -0.56
Sr     ,   2, SMSS J221448.33-453949.9,          , 0.48   ,      0.07,        , -2.39,         , 0.17
Sr     ,   2, SMSS J224838.41-550635.1,          , -0.56  ,      0.01,        , -3.44,         , -0.56
Sr     ,   2, SMSS J224843.95-543610.1,          , 0.14   ,      0.04,        , -2.73,         , -0.35
Sr     ,   2, SMSS J225851.25-265434.9,          , -1.07  ,      0.12,        , -3.95,         , -0.46
Sr     ,   2, SMSS J230013.16-263511.0,          , -0.76  ,      0.18,        , -3.63,         , -0.28
Sr     ,   2, SMSS J230113.95-291458.2,          , -0.15  ,      0.05,        , -3.02,         , -0.49
Sr     ,   2, 2MASS J23203653-3637223 ,          , 0.35   ,      0.1 ,        , -2.52,         , 0.11
Sr     ,   2, 2MASS J23261426-3719492 ,          , 0.4    ,      0.2 ,        , -2.47,         , 0.08
Y      ,   4, SMSS J022423.27-573705.1,          , -0.97  ,      0.26,        , -3.17,         , 0.8
Zr     ,   3, SMSS J022423.27-573705.1,          , -0.33  ,      0.16,        , -2.91,         , 1.06
Ba     ,   2, SMSS J000113.96-363337.9,          , -1.35  ,      0.1 ,        , -3.53,         , -1.21
Ba     ,   2, SMSS J001039.86-525851.4,          , -0.15  ,      0.01,        , -2.33,         , -0.02
Ba     ,   2, SMSS J001952.15-525803.0,          , -0.36  ,      0.04,        , -2.54,         , 0.02
Ba     ,   2, SMSS J002148.06-471132.1,          , -2.17  ,      0.02,        , -4.35,         , -1.18
Ba     ,   2, SMSS J003055.81-482011.3,          , -0.15  ,      0.15,        , -2.33,         , 0.2
Ba     ,   2, SMSS J003327.36-491037.9,          , -2.24  ,      0.01,        , -4.42,         , -1.06
Ba     ,   2, SMSS J004037.56-515025.2,          , -2.66  ,      0.09,        , -4.84,         , -1.01
Ba     ,   1, SMSS J005953.98-594329.9,          , -2.4   ,          ,        , -4.58,         , -0.64
Ba     ,   2, SMSS J010332.63-534654.3,          , -1.08  ,      0.05,        , -3.26,         , -0.23
Ba     ,   2, SMSS J010651.91-524410.5,          , -3.25  ,      0.03,        , -5.43,         , -1.64
Ba     ,   2, SMSS J010839.58-285701.5,          , -1.08  ,      0.06,        , -3.27,         , -0.25
Ba     ,   2, SMSS J012147.80-495328.2,          , 0.55   ,      0.1 ,        , -1.63,         , -0.04
Ba     ,   2, SMSS J014624.60-352457.7,          , -0.86  ,      0.06,        , -3.04,         , -0.23
Ba     ,   2, SMSS J015350.94-775525.6,          , -1.13  ,      0.03,        , -3.31,         , -0.65
Ba     ,   2, SMSS J015941.53-781408.7,          , -1.42  ,      0.04,        , -3.6 ,         , -0.49
Ba     ,   2, 2MASS J02031860-7930291 ,          , -0.78  ,      0.03,        , -2.96,         , 0.07
Ba     ,   2, SMSS J020748.93-465616.4,          , -0.34  ,      0.11,        , -2.52,         , 0.19
Ba     ,   2, SMSS J021323.26-495936.5,          , -1.6   ,      0.0 ,        , -3.78,         , -0.91
Ba     ,   2, SMSS J022410.38-534659.9,          , -0.84  ,      0.06,        , -3.02,         , 0.38
Ba     ,   1, SMSS J022423.27-573705.1, <        , -2.7   ,          , <      , -4.88, <       , -0.91
Ba     ,   1, SMSS J022452.58-731051.8,          , -0.53  ,          ,        , -2.71,         , -0.16
Ba     ,   2, SMSS J022545.31-774119.9,          , -0.29  ,      0.08,        , -2.47,         , 0.16
Ba     ,   2, SMSS J022756.48-684256.6,          , -0.38  ,      0.05,        , -2.56,         , -0.33
Ba     ,   2, SMSS J023139.43-523957.4,          , -1.03  ,      0.0 ,        , -3.21,         , -0.27
Ba     ,   2, SMSS J023147.96-575341.7,          , -2.88  ,      0.02,        , -5.05,         , -1.63
Ba     ,   2, SMSS J024643.28-352502.4,          , -0.93  ,      0.02,        , -3.11,         , 0.26
Ba     ,   2, SMSS J024858.41-684306.4,          , -0.94  ,      0.09,        , -3.12,         , 0.59
Ba     ,   2, 2MASS J03084611-4747083 ,          , 0.8    ,      0.03,        , -1.38,         , 0.18
Ba     ,   2, SMSS J031556.09-473442.1,          , -1.96  ,      0.04,        , -4.14,         , -0.88
Ba     ,   2, SMSS J032132.29-363123.6,          , -1.5   ,      0.05,        , -3.68,         , -0.28
Ba     ,   1, SMSS J033005.90-681352.5,          , -1.94  ,          ,        , -4.12,         , -0.68
Ba     ,   2, SMSS J034249.53-284216.0,          , -0.93  ,      0.08,        , -3.11,         , -0.78
Ba     ,   1, SMSS J040148.04-743537.3,          , -1.3   ,          ,        , -3.48,         , -0.39
Ba     ,   2, SMSS J041957.56-493818.3,          , -1.5   ,      0.1 ,        , -3.69,         , -0.71
Ba     ,   2, SMSS J051008.62-372019.8,          , -0.27  ,      0.05,        , -2.45,         , 0.75
Ba     ,   2, SMSS J055746.51-575057.4,          , -0.55  ,      0.1 ,        , -2.73,         , -0.23
Ba     ,   2, SMSS J061725.30-600740.6,          , -0.89  ,      0.04,        , -3.07,         , -0.35
Ba     ,   2, SMSS J062609.83-590503.2,          , 0.25   ,      0.05,        , -1.93,         , 0.84
Ba     ,   2, SMSS J063447.15-622355.0,          , -0.82  ,      0.02,        , -3.0 ,         , 0.41
Ba     ,   2, SMSS J064349.43-653038.6,          , -1.27  ,      0.12,        , -3.46,         , -0.98
Ba     ,   2, SMSS J065014.40-614328.0,          , -2.67  ,      0.08,        , -4.85,         , -1.67
